,Staircase_name,Before_Response,Same_Response,After_Response,participant_id
17117,100_2,7,1.0,7.0,4280
17118,400_1,5,4.0,6.0,4280
17119,400_2,3,4.0,8.0,4280
17120,100_1,2,12.0,1.0,4281
17121,100_2,3,9.0,3.0,4281
17122,400_1,10,3.0,2.0,4281
17123,400_2,11,3.0,1.0,4281
17124,100_1,9,4.0,2.0,4282
17125,100_2,11,4.0,0.0,4282
17126,400_1,2,2.0,11.0,4282
17127,400_2,6,1.0,8.0,4282
17128,100_1,2,11.0,2.0,4283
17129,100_2,5,10.0,0.0,4283
17130,400_1,10,1.0,4.0,4283
17131,400_2,5,4.0,6.0,4283
17132,100_1,3,4.0,8.0,4284
17133,100_2,7,4.0,4.0,4284
17134,400_1,6,7.0,2.0,4284
17135,400_2,5,3.0,7.0,4284
17136,100_1,5,7.0,3.0,4285
17137,100_2,3,8.0,4.0,4285
17138,400_1,5,1.0,9.0,4285
17139,400_2,5,1.0,9.0,4285
17140,100_1,11,4.0,0.0,4286
17141,100_2,11,4.0,0.0,4286
17142,400_1,7,0.0,8.0,4286
17143,400_2,7,0.0,8.0,4286
17144,100_1,3,9.0,3.0,4287
17145,100_2,4,8.0,3.0,4287
17146,400_1,6,2.0,7.0,4287
17147,400_2,2,5.0,8.0,4287
17148,100_1,1,10.0,4.0,4288
17149,100_2,0,11.0,4.0,4288
17150,400_1,3,6.0,6.0,4288
17151,400_2,5,5.0,5.0,4288
17152,100_1,5,7.0,3.0,4289
17153,100_2,5,5.0,5.0,4289
17154,400_1,2,2.0,11.0,4289
17155,400_2,4,2.0,9.0,4289
17156,100_1,4,4.0,7.0,4290
17157,100_2,4,3.0,8.0,4290
17158,400_1,5,6.0,4.0,4290
17159,400_2,8,4.0,3.0,4290
17160,100_1,5,2.0,8.0,4291
17161,100_2,8,0.0,7.0,4291
17162,400_1,7,6.0,2.0,4291
17163,400_2,6,6.0,3.0,4291
17164,100_1,5,4.0,6.0,4292
17165,100_2,4,7.0,4.0,4292
17166,400_1,3,6.0,6.0,4292
17167,400_2,5,4.0,6.0,4292
17168,100_1,3,9.0,3.0,4293
17169,100_2,6,6.0,3.0,4293
17170,400_1,6,3.0,6.0,4293
17171,400_2,5,4.0,6.0,4293
17172,100_1,7,7.0,1.0,4294
17173,100_2,1,9.0,5.0,4294
17174,400_1,3,5.0,7.0,4294
17175,400_2,6,2.0,7.0,4294
17176,100_1,7,8.0,0.0,4295
17177,100_2,7,8.0,0.0,4295
17178,400_1,10,0.0,5.0,4295
17179,400_2,6,3.0,6.0,4295
17180,100_1,5,7.0,3.0,4296
17181,100_2,3,6.0,6.0,4296
17182,400_1,7,4.0,4.0,4296
17183,400_2,2,6.0,7.0,4296
17184,100_1,7,1.0,7.0,4297
17185,100_2,9,3.0,3.0,4297
17186,400_1,5,7.0,3.0,4297
17187,400_2,4,2.0,9.0,4297
17188,100_1,4,3.0,8.0,4298
17189,100_2,6,8.0,1.0,4298
17190,400_1,9,3.0,3.0,4298
17191,400_2,2,6.0,7.0,4298
17192,100_1,2,11.0,2.0,4299
17193,100_2,3,11.0,1.0,4299
17194,400_1,8,2.0,5.0,4299
17195,400_2,5,5.0,5.0,4299
17196,100_1,6,0.0,9.0,4300
17197,100_2,6,0.0,9.0,4300
17198,400_1,5,10.0,0.0,4300
17199,400_2,7,8.0,0.0,4300
17200,100_1,6,8.0,1.0,4301
17201,100_2,2,9.0,4.0,4301
17202,400_1,8,0.0,7.0,4301
17203,400_2,9,0.0,6.0,4301
17204,100_1,9,1.0,5.0,4302
17205,100_2,6,3.0,6.0,4302
17206,400_1,5,6.0,4.0,4302
17207,400_2,10,3.0,2.0,4302
17208,100_1,9,6.0,0.0,4303
17209,100_2,9,6.0,0.0,4303
17210,400_1,8,1.0,6.0,4303
17211,400_2,9,0.0,6.0,4303
17212,100_1,6,4.0,5.0,4304
17213,100_2,9,4.0,2.0,4304
17214,400_1,2,3.0,10.0,4304
17215,400_2,2,0.0,13.0,4304
17216,100_1,8,5.0,2.0,4305
17217,100_2,4,6.0,5.0,4305
17218,400_1,2,7.0,6.0,4305
17219,400_2,5,3.0,7.0,4305
17220,100_1,6,7.0,2.0,4306
17221,100_2,4,8.0,3.0,4306
17222,400_1,6,4.0,5.0,4306
17223,400_2,5,4.0,6.0,4306
17224,100_1,7,5.0,3.0,4307
17225,100_2,11,2.0,2.0,4307
17226,400_1,6,4.0,5.0,4307
17227,400_2,1,1.0,13.0,4307
17228,100_1,2,13.0,0.0,4308
17229,100_2,1,12.0,2.0,4308
17230,400_1,13,1.0,1.0,4308
17231,400_2,15,0.0,0.0,4308
17232,100_1,5,6.0,4.0,4309
17233,100_2,7,6.0,2.0,4309
17234,400_1,4,2.0,9.0,4309
17235,400_2,3,2.0,10.0,4309
17236,100_1,14,0.0,1.0,4310
17237,100_2,14,1.0,0.0,4310
17238,400_1,1,1.0,13.0,4310
17239,400_2,2,0.0,13.0,4310
17240,100_1,6,8.0,1.0,4311
17241,100_2,6,8.0,1.0,4311
17242,400_1,8,1.0,6.0,4311
17243,400_2,5,2.0,8.0,4311
17244,100_1,7,8.0,0.0,4312
17245,100_2,4,9.0,2.0,4312
17246,400_1,7,2.0,6.0,4312
17247,400_2,6,3.0,6.0,4312
17248,100_1,5,6.0,4.0,4313
17249,100_2,8,5.0,2.0,4313
17250,400_1,2,2.0,11.0,4313
17251,400_2,3,3.0,9.0,4313
17252,100_1,5,5.0,5.0,4314
17253,100_2,7,5.0,3.0,4314
17254,400_1,6,4.0,5.0,4314
17255,400_2,2,6.0,7.0,4314
17256,100_1,2,11.0,2.0,4315
17257,100_2,3,11.0,1.0,4315
17258,400_1,9,2.0,4.0,4315
17259,400_2,9,2.0,4.0,4315
17260,100_1,12,1.0,2.0,4316
17261,100_2,7,4.0,4.0,4316
17262,400_1,3,2.0,10.0,4316
17263,400_2,1,1.0,13.0,4316
17264,100_1,4,5.0,6.0,4317
17265,100_2,2,8.0,5.0,4317
17266,400_1,5,5.0,5.0,4317
17267,400_2,5,2.0,8.0,4317
17268,100_1,6,7.0,2.0,4318
17269,100_2,4,9.0,2.0,4318
17270,400_1,10,3.0,2.0,4318
17271,400_2,4,6.0,5.0,4318
17272,100_1,6,5.0,4.0,4319
17273,100_2,6,5.0,4.0,4319
17274,400_1,4,1.0,10.0,4319
17275,400_2,3,0.0,12.0,4319
17276,100_1,3,10.0,2.0,4320
17277,100_2,3,9.0,3.0,4320
17278,400_1,9,3.0,3.0,4320
17279,400_2,6,5.0,4.0,4320
17280,100_1,8,6.0,1.0,4321
17281,100_2,9,6.0,0.0,4321
17282,400_1,8,0.0,7.0,4321
17283,400_2,7,1.0,7.0,4321
17284,100_1,6,0.0,9.0,4322
17285,100_2,11,0.0,4.0,4322
17286,400_1,8,6.0,1.0,4322
17287,400_2,8,7.0,0.0,4322
17288,100_1,5,7.0,3.0,4323
17289,100_2,10,5.0,0.0,4323
17290,400_1,3,2.0,10.0,4323
17291,400_2,6,1.0,8.0,4323
17292,100_1,7,8.0,0.0,4324
17293,100_2,7,8.0,0.0,4324
17294,400_1,11,0.0,4.0,4324
17295,400_2,11,0.0,4.0,4324
17296,100_1,13,2.0,0.0,4325
17297,100_2,13,2.0,0.0,4325
17298,400_1,5,0.0,10.0,4325
17299,400_2,5,0.0,10.0,4325
17300,100_1,5,4.0,6.0,4326
17301,100_2,5,5.0,5.0,4326
17302,400_1,1,5.0,9.0,4326
17303,400_2,6,6.0,3.0,4326
17304,100_1,2,4.0,9.0,4327
17305,100_2,4,5.0,6.0,4327
17306,400_1,4,9.0,2.0,4327
17307,400_2,7,3.0,5.0,4327
17308,100_1,7,5.0,3.0,4328
17309,100_2,2,8.0,5.0,4328
17310,400_1,3,4.0,8.0,4328
17311,400_2,6,3.0,6.0,4328
17312,100_1,9,2.0,4.0,4329
17313,100_2,14,0.0,1.0,4329
17314,400_1,4,3.0,8.0,4329
17315,400_2,3,3.0,9.0,4329
17316,100_1,9,6.0,0.0,4330
17317,100_2,9,6.0,0.0,4330
17318,400_1,9,0.0,6.0,4330
17319,400_2,9,0.0,6.0,4330
17320,100_1,5,6.0,4.0,4331
17321,100_2,4,6.0,5.0,4331
17322,400_1,7,3.0,5.0,4331
17323,400_2,7,3.0,5.0,4331
17324,100_1,3,9.0,3.0,4332
17325,100_2,5,8.0,2.0,4332
17326,400_1,1,5.0,9.0,4332
17327,400_2,4,2.0,9.0,4332
17328,100_1,9,5.0,1.0,4333
17329,100_2,8,6.0,1.0,4333
17330,400_1,7,0.0,8.0,4333
17331,400_2,2,3.0,10.0,4333
17332,100_1,6,5.0,4.0,4334
17333,100_2,4,5.0,6.0,4334
17334,400_1,6,3.0,6.0,4334
17335,400_2,5,5.0,5.0,4334
17336,100_1,13,2.0,0.0,4335
17337,100_2,13,2.0,0.0,4335
17338,400_1,5,0.0,10.0,4335
17339,400_2,5,0.0,10.0,4335
17340,100_1,4,10.0,1.0,4336
17341,100_2,4,10.0,1.0,4336
17342,400_1,9,2.0,4.0,4336
17343,400_2,8,2.0,5.0,4336
17344,100_1,9,3.0,3.0,4337
17345,100_2,9,3.0,3.0,4337
17346,400_1,1,1.0,13.0,4337
17347,400_2,1,3.0,11.0,4337
17348,100_1,3,7.0,5.0,4338
17349,100_2,3,6.0,6.0,4338
17350,400_1,6,5.0,4.0,4338
17351,400_2,2,7.0,6.0,4338
17352,100_1,4,1.0,10.0,4339
17353,100_2,4,5.0,6.0,4339
17354,400_1,8,4.0,3.0,4339
17355,400_2,4,7.0,4.0,4339
17356,100_1,4,7.0,4.0,4340
17357,100_2,6,6.0,3.0,4340
17358,400_1,6,4.0,5.0,4340
17359,400_2,6,5.0,4.0,4340
17360,100_1,8,0.0,7.0,4341
17361,100_2,8,0.0,7.0,4341
17362,400_1,9,6.0,0.0,4341
17363,400_2,6,9.0,0.0,4341
17364,100_1,4,6.0,5.0,4342
17365,100_2,5,7.0,3.0,4342
17366,400_1,6,3.0,6.0,4342
17367,400_2,5,5.0,5.0,4342
17368,100_1,3,7.0,5.0,4343
17369,100_2,1,11.0,3.0,4343
17370,400_1,10,2.0,3.0,4343
17371,400_2,5,5.0,5.0,4343
17372,100_1,4,2.0,9.0,4344
17373,100_2,5,3.0,7.0,4344
17374,400_1,8,5.0,2.0,4344
17375,400_2,5,4.0,6.0,4344
17376,100_1,7,0.0,8.0,4345
17377,100_2,6,2.0,7.0,4345
17378,400_1,4,7.0,4.0,4345
17379,400_2,3,1.0,11.0,4345
17380,100_1,11,4.0,0.0,4346
17381,100_2,11,4.0,0.0,4346
17382,400_1,7,0.0,8.0,4346
17383,400_2,3,2.0,10.0,4346
17384,100_1,3,5.0,7.0,4347
17385,100_2,5,7.0,3.0,4347
17386,400_1,4,8.0,3.0,4347
17387,400_2,6,4.0,5.0,4347
17388,100_1,5,3.0,7.0,4348
17389,100_2,5,5.0,5.0,4348
17390,400_1,8,6.0,1.0,4348
17391,400_2,7,7.0,1.0,4348
17392,100_1,6,0.0,9.0,4349
17393,100_2,9,0.0,6.0,4349
17394,400_1,8,7.0,0.0,4349
17395,400_2,9,6.0,0.0,4349
17396,100_1,6,4.0,5.0,4350
17397,100_2,6,1.0,8.0,4350
17398,400_1,7,6.0,2.0,4350
17399,400_2,8,6.0,1.0,4350
17400,100_1,8,2.0,5.0,4351
17401,100_2,4,5.0,6.0,4351
17402,400_1,4,8.0,3.0,4351
17403,400_2,6,3.0,6.0,4351
17404,100_1,15,,0.0,4352
17405,100_2,15,,0.0,4352
17406,400_1,3,,12.0,4352
17407,400_2,3,,12.0,4352
17408,100_1,2,7.0,6.0,4353
17409,100_2,8,5.0,2.0,4353
17410,400_1,0,6.0,9.0,4353
17411,400_2,5,2.0,8.0,4353
17412,100_1,7,8.0,0.0,4354
17413,100_2,7,8.0,0.0,4354
17414,400_1,11,0.0,4.0,4354
17415,400_2,11,0.0,4.0,4354
17416,100_1,4,9.0,2.0,4355
17417,100_2,7,7.0,1.0,4355
17418,400_1,3,4.0,8.0,4355
17419,400_2,6,2.0,7.0,4355
17420,100_1,6,5.0,4.0,4356
17421,100_2,8,5.0,2.0,4356
17422,400_1,3,6.0,6.0,4356
17423,400_2,6,2.0,7.0,4356
17424,100_1,9,6.0,0.0,4357
17425,100_2,9,6.0,0.0,4357
17426,400_1,9,0.0,6.0,4357
17427,400_2,9,0.0,6.0,4357
17428,100_1,6,8.0,1.0,4358
17429,100_2,2,10.0,3.0,4358
17430,400_1,9,1.0,5.0,4358
17431,400_2,6,2.0,7.0,4358
17432,100_1,8,2.0,5.0,4359
17433,100_2,9,2.0,4.0,4359
17434,400_1,9,4.0,2.0,4359
17435,400_2,8,5.0,2.0,4359
17436,100_1,6,5.0,4.0,4360
17437,100_2,3,7.0,5.0,4360
17438,400_1,5,4.0,6.0,4360
17439,400_2,4,4.0,7.0,4360
17440,100_1,3,8.0,4.0,4361
17441,100_2,5,8.0,2.0,4361
17442,400_1,6,4.0,5.0,4361
17443,400_2,5,5.0,5.0,4361
17444,100_1,3,9.0,3.0,4362
17445,100_2,4,9.0,2.0,4362
17446,400_1,7,2.0,6.0,4362
17447,400_2,6,3.0,6.0,4362
17448,100_1,10,1.0,4.0,4363
17449,100_2,3,2.0,10.0,4363
17450,400_1,7,3.0,5.0,4363
17451,400_2,8,6.0,1.0,4363
17452,100_1,5,10.0,0.0,4364
17453,100_2,5,10.0,0.0,4364
17454,400_1,13,0.0,2.0,4364
17455,400_2,13,0.0,2.0,4364
17456,100_1,0,6.0,9.0,4365
17457,100_2,5,5.0,5.0,4365
17458,400_1,2,3.0,10.0,4365
17459,400_2,7,4.0,4.0,4365
17460,100_1,5,6.0,4.0,4366
17461,100_2,6,3.0,6.0,4366
17462,400_1,5,6.0,4.0,4366
17463,400_2,4,4.0,7.0,4366
17464,100_1,7,6.0,2.0,4367
17465,100_2,7,1.0,7.0,4367
17466,400_1,5,5.0,5.0,4367
17467,400_2,5,9.0,1.0,4367
17468,100_1,3,8.0,4.0,4368
17469,100_2,5,1.0,9.0,4368
17470,400_1,5,5.0,5.0,4368
17471,400_2,4,10.0,1.0,4368
17472,100_1,4,7.0,4.0,4369
17473,100_2,4,7.0,4.0,4369
17474,400_1,3,8.0,4.0,4369
17475,400_2,2,5.0,8.0,4369
17476,100_1,3,4.0,8.0,4370
17477,100_2,5,5.0,5.0,4370
17478,400_1,6,6.0,3.0,4370
17479,400_2,8,4.0,3.0,4370
17480,100_1,8,5.0,2.0,4371
17481,100_2,11,4.0,0.0,4371
17482,400_1,6,1.0,8.0,4371
17483,400_2,5,1.0,9.0,4371
17484,100_1,7,8.0,0.0,4372
17485,100_2,7,8.0,0.0,4372
17486,400_1,11,0.0,4.0,4372
17487,400_2,11,0.0,4.0,4372
17488,100_1,5,0.0,10.0,4373
17489,100_2,7,0.0,8.0,4373
17490,400_1,11,4.0,0.0,4373
17491,400_2,8,7.0,0.0,4373
17492,100_1,7,2.0,6.0,4374
17493,100_2,4,7.0,4.0,4374
17494,400_1,3,6.0,6.0,4374
17495,400_2,5,6.0,4.0,4374
17496,100_1,4,4.0,7.0,4375
17497,100_2,4,6.0,5.0,4375
17498,400_1,3,4.0,8.0,4375
17499,400_2,2,4.0,9.0,4375
17500,100_1,6,7.0,2.0,4376
17501,100_2,5,6.0,4.0,4376
17502,400_1,6,2.0,7.0,4376
17503,400_2,2,6.0,7.0,4376
17504,100_1,1,10.0,4.0,4377
17505,100_2,1,10.0,4.0,4377
17506,400_1,9,1.0,5.0,4377
17507,400_2,11,0.0,4.0,4377
17508,100_1,1,10.0,4.0,4378
17509,100_2,2,10.0,3.0,4378
17510,400_1,11,2.0,2.0,4378
17511,400_2,11,2.0,2.0,4378
17512,100_1,9,3.0,3.0,4379
17513,100_2,6,5.0,4.0,4379
17514,400_1,4,1.0,10.0,4379
17515,400_2,7,2.0,6.0,4379
17516,100_1,7,5.0,3.0,4380
17517,100_2,7,6.0,2.0,4380
17518,400_1,1,3.0,11.0,4380
17519,400_2,2,2.0,11.0,4380
17520,100_1,12,2.0,1.0,4381
17521,100_2,12,3.0,0.0,4381
17522,400_1,5,0.0,10.0,4381
17523,400_2,1,2.0,12.0,4381
17524,100_1,5,9.0,1.0,4382
17525,100_2,7,8.0,0.0,4382
17526,400_1,9,1.0,5.0,4382
17527,400_2,10,0.0,5.0,4382
17528,100_1,4,7.0,4.0,4383
17529,100_2,2,6.0,7.0,4383
17530,400_1,2,6.0,7.0,4383
17531,400_2,5,7.0,3.0,4383
17532,100_1,3,12.0,0.0,4384
17533,100_2,1,12.0,2.0,4384
17534,400_1,14,0.0,1.0,4384
17535,400_2,13,1.0,1.0,4384
17536,100_1,8,6.0,1.0,4385
17537,100_2,4,7.0,4.0,4385
17538,400_1,2,3.0,10.0,4385
17539,400_2,6,6.0,3.0,4385
17540,100_1,5,3.0,7.0,4386
17541,100_2,6,4.0,5.0,4386
17542,400_1,8,5.0,2.0,4386
17543,400_2,6,4.0,5.0,4386
17544,100_1,9,5.0,1.0,4387
17545,100_2,2,8.0,5.0,4387
17546,400_1,7,0.0,8.0,4387
17547,400_2,4,2.0,9.0,4387
17548,100_1,4,5.0,6.0,4388
17549,100_2,8,1.0,6.0,4388
17550,400_1,5,7.0,3.0,4388
17551,400_2,4,7.0,4.0,4388
17552,100_1,6,6.0,3.0,4389
17553,100_2,9,4.0,2.0,4389
17554,400_1,3,3.0,9.0,4389
17555,400_2,4,1.0,10.0,4389
17556,100_1,3,8.0,4.0,4390
17557,100_2,3,8.0,4.0,4390
17558,400_1,2,5.0,8.0,4390
17559,400_2,5,3.0,7.0,4390
17560,100_1,6,4.0,5.0,4391
17561,100_2,7,2.0,6.0,4391
17562,400_1,3,5.0,7.0,4391
17563,400_2,5,9.0,1.0,4391
17564,100_1,7,8.0,0.0,4392
17565,100_2,7,8.0,0.0,4392
17566,400_1,11,0.0,4.0,4392
17567,400_2,11,0.0,4.0,4392
17568,100_1,7,5.0,3.0,4393
17569,100_2,8,4.0,3.0,4393
17570,400_1,4,0.0,11.0,4393
17571,400_2,3,1.0,11.0,4393
17572,100_1,2,7.0,6.0,4394
17573,100_2,4,8.0,3.0,4394
17574,400_1,7,3.0,5.0,4394
17575,400_2,6,4.0,5.0,4394
17576,100_1,6,8.0,1.0,4395
17577,100_2,3,11.0,1.0,4395
17578,400_1,2,6.0,7.0,4395
17579,400_2,6,3.0,6.0,4395
17580,100_1,5,7.0,3.0,4396
17581,100_2,3,8.0,4.0,4396
17582,400_1,3,6.0,6.0,4396
17583,400_2,5,4.0,6.0,4396
17584,100_1,2,9.0,4.0,4397
17585,100_2,0,8.0,7.0,4397
17586,400_1,10,3.0,2.0,4397
17587,400_2,8,4.0,3.0,4397
17588,100_1,8,3.0,4.0,4398
17589,100_2,6,3.0,6.0,4398
17590,400_1,3,7.0,5.0,4398
17591,400_2,4,8.0,3.0,4398
17592,100_1,6,7.0,2.0,4399
17593,100_2,4,7.0,4.0,4399
17594,400_1,6,4.0,5.0,4399
17595,400_2,10,3.0,2.0,4399
17596,100_1,7,6.0,2.0,4400
17597,100_2,7,6.0,2.0,4400
17598,400_1,7,0.0,8.0,4400
17599,400_2,6,0.0,9.0,4400
17600,100_1,7,8.0,0.0,4401
17601,100_2,7,8.0,0.0,4401
17602,400_1,11,0.0,4.0,4401
17603,400_2,11,0.0,4.0,4401
17604,100_1,4,4.0,7.0,4402
17605,100_2,3,8.0,4.0,4402
17606,400_1,1,4.0,10.0,4402
17607,400_2,5,8.0,2.0,4402
17608,100_1,7,6.0,2.0,4403
17609,100_2,6,5.0,4.0,4403
17610,400_1,5,2.0,8.0,4403
17611,400_2,2,5.0,8.0,4403
17612,100_1,3,3.0,9.0,4404
17613,100_2,10,2.0,3.0,4404
17614,400_1,4,6.0,5.0,4404
17615,400_2,2,11.0,2.0,4404
17616,100_1,2,8.0,5.0,4405
17617,100_2,3,10.0,2.0,4405
17618,400_1,11,1.0,3.0,4405
17619,400_2,6,4.0,5.0,4405
17620,100_1,9,6.0,0.0,4406
17621,100_2,4,9.0,2.0,4406
17622,400_1,8,0.0,7.0,4406
17623,400_2,7,1.0,7.0,4406
17624,100_1,4,6.0,5.0,4407
17625,100_2,2,8.0,5.0,4407
17626,400_1,3,4.0,8.0,4407
17627,400_2,6,1.0,8.0,4407
17628,100_1,5,10.0,0.0,4408
17629,100_2,5,10.0,0.0,4408
17630,400_1,13,0.0,2.0,4408
17631,400_2,13,0.0,2.0,4408
17632,100_1,5,7.0,3.0,4409
17633,100_2,2,9.0,4.0,4409
17634,400_1,3,3.0,9.0,4409
17635,400_2,3,3.0,9.0,4409
17636,100_1,6,0.0,9.0,4410
17637,100_2,9,0.0,6.0,4410
17638,400_1,9,6.0,0.0,4410
17639,400_2,9,6.0,0.0,4410
17640,100_1,2,12.0,1.0,4411
17641,100_2,3,9.0,3.0,4411
17642,400_1,10,3.0,2.0,4411
17643,400_2,14,0.0,1.0,4411
17644,100_1,3,10.0,2.0,4412
17645,100_2,5,9.0,1.0,4412
17646,400_1,10,0.0,5.0,4412
17647,400_2,11,0.0,4.0,4412
17648,100_1,4,4.0,7.0,4413
17649,100_2,5,6.0,4.0,4413
17650,400_1,6,4.0,5.0,4413
17651,400_2,6,6.0,3.0,4413
17652,100_1,13,2.0,0.0,4414
17653,100_2,13,2.0,0.0,4414
17654,400_1,5,0.0,10.0,4414
17655,400_2,5,0.0,10.0,4414
17656,100_1,3,10.0,2.0,4415
17657,100_2,3,10.0,2.0,4415
17658,400_1,4,3.0,8.0,4415
17659,400_2,5,4.0,6.0,4415
17660,100_1,7,7.0,1.0,4416
17661,100_2,8,6.0,1.0,4416
17662,400_1,8,1.0,6.0,4416
17663,400_2,8,1.0,6.0,4416
17664,100_1,3,5.0,7.0,4417
17665,100_2,6,2.0,7.0,4417
17666,400_1,7,6.0,2.0,4417
17667,400_2,8,6.0,1.0,4417
17668,100_1,6,6.0,3.0,4418
17669,100_2,4,9.0,2.0,4418
17670,400_1,6,1.0,8.0,4418
17671,400_2,3,2.0,10.0,4418
17672,100_1,1,7.0,7.0,4419
17673,100_2,6,6.0,3.0,4419
17674,400_1,4,4.0,7.0,4419
17675,400_2,1,7.0,7.0,4419
17676,100_1,3,12.0,,4420
17677,100_2,3,12.0,,4420
17678,400_1,15,0.0,,4420
17679,400_2,15,0.0,,4420
17680,100_1,14,0.0,1.0,4421
17681,100_2,11,2.0,2.0,4421
17682,400_1,2,1.0,12.0,4421
17683,400_2,3,0.0,12.0,4421
17684,100_1,8,2.0,5.0,4422
17685,100_2,7,0.0,8.0,4422
17686,400_1,4,8.0,3.0,4422
17687,400_2,2,9.0,4.0,4422
17688,100_1,2,10.0,3.0,4423
17689,100_2,4,7.0,4.0,4423
17690,400_1,4,2.0,9.0,4423
17691,400_2,3,4.0,8.0,4423
17692,100_1,7,4.0,4.0,4424
17693,100_2,6,4.0,5.0,4424
17694,400_1,4,7.0,4.0,4424
17695,400_2,5,5.0,5.0,4424
17696,100_1,2,7.0,6.0,4425
17697,100_2,6,5.0,4.0,4425
17698,400_1,4,5.0,6.0,4425
17699,400_2,6,3.0,6.0,4425
17700,100_1,5,9.0,1.0,4426
17701,100_2,1,11.0,3.0,4426
17702,400_1,7,2.0,6.0,4426
17703,400_2,7,3.0,5.0,4426
17704,100_1,13,2.0,0.0,4427
17705,100_2,13,2.0,0.0,4427
17706,400_1,5,0.0,10.0,4427
17707,400_2,5,0.0,10.0,4427
17708,100_1,4,6.0,5.0,4428
17709,100_2,3,1.0,11.0,4428
17710,400_1,7,6.0,2.0,4428
17711,400_2,7,8.0,0.0,4428
17712,100_1,6,1.0,8.0,4429
17713,100_2,6,4.0,5.0,4429
17714,400_1,5,8.0,2.0,4429
17715,400_2,4,9.0,2.0,4429
17716,100_1,4,1.0,10.0,4430
17717,100_2,4,1.0,10.0,4430
17718,400_1,6,6.0,3.0,4430
17719,400_2,8,2.0,5.0,4430
17720,100_1,7,6.0,2.0,4431
17721,100_2,9,5.0,1.0,4431
17722,400_1,4,1.0,10.0,4431
17723,400_2,6,1.0,8.0,4431
17724,100_1,11,4.0,0.0,4432
17725,100_2,11,4.0,0.0,4432
17726,400_1,7,0.0,8.0,4432
17727,400_2,7,0.0,8.0,4432
17728,100_1,7,3.0,5.0,4433
17729,100_2,8,1.0,6.0,4433
17730,400_1,7,4.0,4.0,4433
17731,400_2,6,7.0,2.0,4433
17732,100_1,8,0.0,7.0,4434
17733,100_2,4,0.0,11.0,4434
17734,400_1,6,8.0,1.0,4434
17735,400_2,4,10.0,1.0,4434
17736,100_1,6,1.0,8.0,4435
17737,100_2,6,3.0,6.0,4435
17738,400_1,4,2.0,9.0,4435
17739,400_2,4,9.0,2.0,4435
17740,100_1,5,10.0,0.0,4436
17741,100_2,3,11.0,1.0,4436
17742,400_1,11,1.0,3.0,4436
17743,400_2,10,2.0,3.0,4436
17744,100_1,2,7.0,6.0,4437
17745,100_2,4,3.0,8.0,4437
17746,400_1,5,3.0,7.0,4437
17747,400_2,4,6.0,5.0,4437
17748,100_1,4,8.0,3.0,4438
17749,100_2,1,11.0,3.0,4438
17750,400_1,4,5.0,6.0,4438
17751,400_2,5,4.0,6.0,4438
17752,100_1,3,12.0,,4439
17753,100_2,3,12.0,,4439
17754,400_1,15,0.0,,4439
17755,400_2,15,0.0,,4439
17756,100_1,4,8.0,3.0,4440
17757,100_2,6,6.0,3.0,4440
17758,400_1,6,4.0,5.0,4440
17759,400_2,6,3.0,6.0,4440
17760,100_1,0,10.0,5.0,4441
17761,100_2,2,10.0,3.0,4441
17762,400_1,9,2.0,4.0,4441
17763,400_2,6,5.0,4.0,4441
17764,100_1,8,0.0,7.0,4442
17765,100_2,7,0.0,8.0,4442
17766,400_1,9,6.0,0.0,4442
17767,400_2,8,7.0,0.0,4442
17768,100_1,3,12.0,,4443
17769,100_2,3,12.0,,4443
17770,400_1,15,0.0,,4443
17771,400_2,15,0.0,,4443
17772,100_1,6,7.0,2.0,4444
17773,100_2,7,7.0,1.0,4444
17774,400_1,6,2.0,7.0,4444
17775,400_2,3,3.0,9.0,4444
17776,100_1,7,8.0,0.0,4445
17777,100_2,7,8.0,0.0,4445
17778,400_1,11,0.0,4.0,4445
17779,400_2,11,0.0,4.0,4445
17780,100_1,7,7.0,1.0,4446
17781,100_2,8,7.0,0.0,4446
17782,400_1,4,3.0,8.0,4446
17783,400_2,3,3.0,9.0,4446
17784,100_1,8,0.0,7.0,4447
17785,100_2,9,0.0,6.0,4447
17786,400_1,7,8.0,0.0,4447
17787,400_2,4,11.0,0.0,4447
17788,100_1,3,12.0,,4448
17789,100_2,3,12.0,,4448
17790,400_1,15,0.0,,4448
17791,400_2,15,0.0,,4448
17792,100_1,5,1.0,9.0,4449
17793,100_2,5,3.0,7.0,4449
17794,400_1,4,11.0,0.0,4449
17795,400_2,8,1.0,6.0,4449
17796,100_1,15,,0.0,4450
17797,100_2,15,,0.0,4450
17798,400_1,3,,12.0,4450
17799,400_2,3,,12.0,4450
17800,100_1,2,8.0,5.0,4451
17801,100_2,2,8.0,5.0,4451
17802,400_1,5,4.0,6.0,4451
17803,400_2,7,3.0,5.0,4451
17804,100_1,3,7.0,5.0,4452
17805,100_2,1,6.0,8.0,4452
17806,400_1,6,5.0,4.0,4452
17807,400_2,6,5.0,4.0,4452
17808,100_1,7,6.0,2.0,4453
17809,100_2,6,7.0,2.0,4453
17810,400_1,5,1.0,9.0,4453
17811,400_2,6,1.0,8.0,4453
17812,100_1,7,8.0,0.0,4454
17813,100_2,6,8.0,1.0,4454
17814,400_1,10,1.0,4.0,4454
17815,400_2,10,1.0,4.0,4454
17816,100_1,4,4.0,7.0,4455
17817,100_2,5,3.0,7.0,4455
17818,400_1,6,1.0,8.0,4455
